SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,Z,FIN_HEALTH
6.0,0.0,9.0,4.0,9.0,9.0,6.75,0.0,0.0,4.5,4.5,4.5,4.5,3.0,9.0,9.0,7.5,7.5,1,6,5.0,1,1,2,2.0,1.0,34,2.0,1,97.75
5.0,4.5,9.0,5.0,0.0,6.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,7.5,6.0,2,4,1.0,2,1,4,2.0,2.0,26,4.0,0,100.0
0.0,9.0,9.0,4.0,0.0,9.0,2.25,9.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,4.5,9.0,9.0,2,5,4.0,1,1,4,2.0,2.0,25,2.0,1,100.75
5.0,9.0,4.5,7.0,0.0,6.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,0.0,7.5,7.5,1,6,5.0,6,2,1,1.0,2.0,38,4.0,0,105.0
3.0,0.0,4.5,7.0,0.0,6.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,7.5,3.0,4.5,1,6,5.0,6,2,1,2.0,2.0,9,4.0,0,94.0
1.0,0.0,4.5,6.0,0.0,3.0,2.25,9.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,6.0,3.0,1,4,2.0,1,2,1,2.0,2.0,38,4.0,0,79.75
1.0,0.0,0.0,5.0,0.0,3.0,4.5,9.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,7.5,4.5,2,4,2.0,3,1,2,2.0,2.0,41,4.0,0,70.5
0.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,0.0,4.5,0.0,1,1,1.0,5,2,4,2.0,2.0,27,4.0,0,74.5
6.0,9.0,9.0,4.0,9.0,9.0,6.75,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,2,6,1.0,1.0,17,4.0,0,141.25
2.0,0.0,4.5,5.0,0.0,3.0,4.5,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,1.5,3.0,1,3,2.0,6,1,5,2.0,2.0,20,4.0,0,64.0
8.0,0.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,1,6,2.0,1.0,13,4.0,0,133.5
2.0,0.0,4.5,6.0,0.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,0.0,4.5,6.0,1,6,5.0,6,1,3,2.0,2.0,42,1.0,1,87.5
5.0,9.0,9.0,5.0,0.0,9.0,6.75,9.0,9.0,0.0,9.0,9.0,0.0,3.0,9.0,7.5,7.5,7.5,2,3,3.0,4,1,3,2.0,1.0,32,2.0,1,114.25
8.0,9.0,4.5,6.0,0.0,0.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,1,5,2.0,5,1,5,2.0,2.0,38,4.0,0,113.0
0.0,9.0,0.0,7.0,0.0,0.0,2.25,0.0,0.0,4.5,4.5,4.5,4.5,1.0,9.0,0.0,4.5,6.0,2,4,3.0,5,2,5,2.0,2.0,32,4.0,0,56.75
4.0,4.5,4.5,5.0,0.0,4.5,2.25,9.0,9.0,0.0,4.5,9.0,4.5,9.0,0.0,3.0,9.0,9.0,1,5,4.0,1,2,1,2.0,2.0,20,2.0,1,90.75
6.0,9.0,9.0,4.0,9.0,4.5,4.5,9.0,9.0,9.0,4.5,0.0,9.0,4.5,9.0,9.0,9.0,7.5,1,3,2.0,6,1,2,2.0,2.0,20,1.0,1,125.5
7.0,0.0,4.5,5.0,0.0,0.0,4.5,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,3.0,7.5,3.0,2,4,5.0,6,1,4,2.0,2.0,24,4.0,0,79.5
9.0,4.5,9.0,4.0,9.0,6.0,4.5,9.0,9.0,9.0,4.5,4.5,9.0,4.5,9.0,9.0,7.5,9.0,2,2,3.0,6,1,1,2.0,1.0,5,4.0,0,130.0
2.0,0.0,4.5,6.0,0.0,3.0,2.25,9.0,9.0,9.0,4.5,9.0,9.0,9.0,0.0,1.5,9.0,7.5,1,6,3.0,2,1,4,1.0,2.0,45,2.0,1,94.25
6.0,9.0,9.0,4.0,4.5,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,3.0,4.5,6.0,1,5,5.0,3,1,5,4.5,2.0,17,1.0,1,127.0
3.0,9.0,4.5,5.0,0.0,3.0,2.25,9.0,9.0,9.0,4.5,9.0,4.5,9.0,9.0,3.0,7.5,4.5,1,5,2.0,6,1,2,2.0,4.5,17,4.0,0,104.75
5.0,9.0,9.0,1.0,9.0,6.0,6.75,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,9.0,0.0,7.5,2,2,1.0,6,1,1,1.0,2.0,41,4.0,0,107.25
0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,9.0,0.0,4.5,0.0,4.5,9.0,0.0,6.0,6.0,7.5,1,6,5.0,4,1,5,2.0,2.0,45,4.0,0,60.5
2.0,0.0,9.0,4.0,0.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,4.5,7.5,4.5,1,4,3.0,6,1,5,2.0,2.0,10,4.0,0,105.0
3.0,4.5,4.5,5.0,9.0,3.0,6.75,9.0,0.0,9.0,9.0,0.0,4.5,4.5,9.0,7.5,7.5,6.0,2,2,3.0,6,2,1,2.0,2.0,38,1.0,1,101.75
6.0,9.0,9.0,4.0,9.0,0.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,4.5,1,6,5.0,6,2,2,2.0,2.0,40,4.0,0,127.0
6.0,0.0,9.0,3.0,9.0,6.0,6.75,9.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,6.0,6.0,3.0,1,6,5.0,1,1,4,2.0,2.0,34,4.0,0,108.75
3.0,0.0,9.0,3.0,9.0,3.0,6.75,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,7.5,1,6,5.0,2,1,2,2.0,2.0,20,1.0,1,125.25
2.0,4.5,0.0,7.0,0.0,0.0,4.5,9.0,9.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,9.0,7.5,1,4,2.0,1,1,4,2.0,2.0,49,4.0,0,66.0
6.0,0.0,4.5,5.0,4.5,6.0,2.25,9.0,0.0,0.0,4.5,0.0,4.5,1.0,9.0,3.0,4.5,3.0,1,2,5.0,5,1,3,2.0,4.5,28,1.0,1,66.75
5.0,0.0,9.0,4.0,9.0,9.0,4.5,9.0,9.0,0.0,4.5,9.0,0.0,9.0,9.0,3.0,7.5,4.5,2,4,5.0,6,1,2,2.0,4.5,38,4.0,0,105.0
1.0,4.5,0.0,7.0,0.0,0.0,2.25,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,4.5,3.0,1,1,1.0,6,1,3,2.0,2.0,27,4.0,0,71.75
3.0,9.0,9.0,6.0,9.0,3.0,6.75,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,6.0,9.0,6.0,1,4,5.0,6,2,4,2.0,2.0,40,4.0,0,107.25
0.0,9.0,4.5,7.0,0.0,4.5,4.5,9.0,9.0,9.0,4.5,4.5,4.5,1.0,9.0,0.0,4.5,6.0,1,2,2.0,6,2,1,4.5,2.0,40,1.0,1,90.5
6.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,6.0,6.0,1,5,4.0,6,1,1,1.0,2.0,13,4.0,0,135.5
7.0,9.0,9.0,2.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,9.0,9.0,9.0,7.5,1,6,5.0,3,1,3,2.0,1.0,9,2.0,1,126.5
8.0,0.0,4.5,4.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,0.0,4.5,4.5,1.5,2,5,4.5,6,2,6,2.0,2.0,19,4.0,0,58.5
9.0,0.0,0.0,1.0,0.0,4.5,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,0.0,1,2,2.0,6,1,5,2.0,2.0,27,4.0,0,100.0
9.0,9.0,4.5,5.0,9.0,6.0,4.5,9.0,9.0,0.0,4.5,0.0,4.5,9.0,9.0,7.5,6.0,3.0,2,4,6.0,6,1,1,2.0,4.5,1,1.0,1,108.5
3.0,9.0,4.5,7.0,0.0,0.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,0.0,1.5,1,4,3.0,6,1,1,2.0,2.0,34,4.0,0,82.0
1.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,4.5,9.0,4.5,1,5,2.0,5,1,5,2.0,2.0,40,4.0,0,137.5
3.0,4.5,4.5,7.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,4.5,9.0,4.5,1,4,3.0,6,2,3,2.0,2.0,40,4.0,0,113.5
7.0,0.0,9.0,4.0,4.5,4.5,6.75,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,4.5,9.0,7.5,2,4,3.0,5,2,6,2.0,2.0,44,2.0,1,101.75
3.0,9.0,0.0,6.0,0.0,0.0,4.5,9.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,7.5,9.0,1,4,3.0,2,1,4,1.0,2.0,28,4.0,0,60.0
5.0,9.0,9.0,5.0,9.0,9.0,4.5,9.0,0.0,9.0,4.5,4.5,4.5,9.0,9.0,0.0,6.0,4.5,1,4,4.0,1,1,2,2.0,2.0,37,4.0,0,110.5
5.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,6,1,5,1.0,2.0,13,4.0,0,140.5
4.0,0.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,6.0,7.5,7.5,1,4,3.0,2,1,4,2.0,4.5,24,1.0,1,129.0
5.0,4.5,4.5,4.5,0.0,0.0,6.75,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,3.0,0.0,0.0,2,1,1.0,4,2,1,2.0,2.0,35,4.0,0,64.25
7.0,0.0,9.0,5.0,4.5,3.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,6.0,7.5,4.5,1,4,3.0,5,1,4,2.0,4.5,13,4.0,0,114.0
7.0,0.0,9.0,5.0,0.0,6.0,6.75,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,3.0,7.5,6.0,1,5,2.0,2,1,3,2.0,2.0,42,4.0,0,113.25
5.0,9.0,9.0,5.0,9.0,6.0,9.0,9.0,9.0,0.0,4.5,0.0,9.0,9.0,9.0,3.0,6.0,6.0,1,6,5.0,6,1,3,1.0,2.0,49,4.0,0,116.5
5.0,9.0,4.5,7.0,0.0,3.0,4.5,0.0,4.5,4.5,4.5,9.0,0.0,9.0,9.0,9.0,9.0,9.0,2,2,2.0,5,1,2,1.0,1.0,1,4.0,0,100.5
6.0,9.0,4.5,4.0,0.0,3.0,4.5,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,7.5,4.5,3.0,2,6,5.0,6,1,5,2.0,2.0,19,4.0,0,86.5
0.0,9.0,4.5,4.0,0.0,0.0,9.0,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,4.5,4.5,4.5,2,5,4.0,6,2,1,2.0,2.0,32,4.0,0,94.0
7.0,0.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,0.0,7.5,7.5,1,4,3.0,5,2,4,2.0,2.0,10,4.0,0,121.5
5.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,1.5,9.0,7.5,1,6,5.0,6,1,5,1.0,1.0,49,1.0,1,136.0
1.0,4.5,4.5,7.0,0.0,6.0,6.75,9.0,0.0,9.0,4.5,0.0,4.5,9.0,9.0,0.0,7.5,6.0,1,4,4.0,6,1,4,1.0,1.0,40,4.0,0,88.25
9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,4.5,9.0,9.0,9.0,9.0,6.0,3.0,2,6,6.0,5,2,1,1.0,1.0,12,4.0,0,137.0
6.0,4.5,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,6.0,2,6,5.0,2,1,3,2.0,2.0,38,2.0,1,140.5
7.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,7.5,6.0,1,6,5.0,6,1,4,2.0,2.0,50,1.0,1,138.0
9.0,9.0,9.0,1.0,9.0,9.0,9.0,4.5,4.5,4.5,4.5,0.0,4.5,9.0,9.0,9.0,9.0,4.5,2,4,3.0,5,2,6,2.0,2.0,44,4.0,0,118.0
4.0,4.5,4.5,5.0,0.0,9.0,6.75,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,6.0,4.5,6.0,2,4,3.0,2,2,1,2.0,4.5,2,4.0,0,115.25
0.0,4.5,4.5,5.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,0.0,9.0,9.0,0.0,9.0,6.0,7.5,1,6,2.0,2,1,5,2.0,2.0,49,1.0,1,110.0
6.0,9.0,9.0,5.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,4.5,9.0,6.0,1,6,6.0,6,1,3,2.0,1.0,42,1.0,1,140.75
7.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,5,5.0,6,1,5,2.0,2.0,38,4.0,0,143.0
1.0,4.5,9.0,5.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,4.5,4.5,9.0,9.0,9.0,6.0,4.5,2,3,6.0,5,2,1,1.0,2.0,38,1.0,1,79.5
5.0,0.0,9.0,4.0,0.0,9.0,6.75,9.0,9.0,9.0,4.5,9.0,0.0,9.0,9.0,4.5,9.0,6.0,1,4,3.0,5,2,4,2.0,2.0,27,4.0,0,111.75
6.0,0.0,9.0,2.0,0.0,6.0,6.75,9.0,9.0,9.0,4.5,9.0,0.0,3.0,0.0,4.5,9.0,6.0,2,4,1.0,1,1,4,2.0,2.0,26,4.0,0,92.75
7.0,0.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,6.0,1,6,2.0,2,1,2,2.0,1.0,8,1.0,1,140.5
8.0,0.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,3.0,9.0,9.0,9.0,9.0,1,6,5.0,6,1,2,2.0,1.0,50,4.0,0,121.0
8.0,9.0,4.5,7.0,0.0,6.0,2.25,9.0,0.0,9.0,9.0,0.0,0.0,4.5,0.0,3.0,6.0,6.0,1,4,6.0,1,1,2,2.0,2.0,28,1.0,1,83.25
6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,7.5,1.5,9.0,1,5,6.0,3,1,3,2.0,2.0,30,4.0,0,124.0
6.0,4.5,9.0,6.0,9.0,6.0,6.75,9.0,9.0,9.0,0.0,0.0,9.0,2.0,9.0,1.5,6.0,7.5,1,6,6.0,1,1,2,1.0,1.0,37,4.0,0,109.25
4.0,4.5,9.0,4.0,0.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,4.5,1,6,5.0,6,1,5,2.0,4.5,40,4.0,0,128.0
7.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,3.0,9.0,6.0,2,6,5.0,5,2,6,2.0,2.0,44,2.0,1,121.0
6.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,0.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,6.0,2,6,5.0,1,1,2,2.0,4.5,3,4.0,0,140.5
2.0,4.5,4.5,5.0,9.0,6.0,4.5,9.0,9.0,9.0,4.5,9.0,9.0,3.0,4.5,4.5,7.5,6.0,1,2,2.0,1,1,2,1.0,1.0,18,4.0,0,110.5
5.0,0.0,4.5,6.0,9.0,0.0,4.5,0.0,0.0,4.5,9.0,4.5,9.0,9.0,9.0,9.0,3.0,7.5,1,6,5.0,6,1,4,1.0,1.0,20,1.0,1,93.5
9.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,2,1,3,2.0,2.0,27,2.0,1,157.0
0.0,9.0,9.0,7.0,0.0,9.0,0.0,9.0,9.0,0.0,4.5,0.0,9.0,9.0,9.0,0.0,9.0,9.0,2,1,1.0,5,1,1,1.0,2.0,25,2.0,1,101.5
1.0,4.5,0.0,6.0,0.0,0.0,2.25,9.0,9.0,0.0,4.5,9.0,4.5,9.0,9.0,1.5,6.0,4.5,2,5,4.0,5,1,3,2.0,2.0,12,4.0,0,79.75
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,1,6,1.0,5,1,5,2.0,1.0,42,2.0,1,127.0
0.0,4.5,0.0,7.0,0.0,3.0,0.0,9.0,9.0,9.0,9.0,0.0,4.5,1.0,0.0,9.0,4.5,7.5,1,4,2.0,1,1,4,2.0,2.0,38,1.0,1,77.0
4.0,4.5,4.5,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,3.0,9.0,9.0,1,5,5.0,5,1,2,1.0,2.0,34,4.0,0,122.0
6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,4.5,3.0,4.5,1,5,6.0,5,1,4,2.0,2.0,38,2.0,1,118.0
1.0,9.0,4.5,5.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,9.0,4.5,9.0,9.0,4.5,9.0,6.0,1,2,2.0,6,1,2,1.0,2.0,24,4.0,0,126.75
8.0,0.0,9.0,1.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,7.5,9.0,6.0,1,6,5.0,5,1,6,2.0,1.0,13,4.0,0,128.25
4.0,0.0,4.5,5.0,4.5,3.0,4.5,9.0,9.0,0.0,4.5,0.0,4.5,9.0,9.0,7.5,6.0,4.5,1,2,2.0,6,2,1,1.0,2.0,13,4.0,0,88.5
4.0,0.0,4.5,4.0,0.0,9.0,4.5,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,7.5,9.0,7.5,1,6,3.0,5,1,6,2.0,2.0,49,4.0,0,104.0
5.0,4.5,4.5,3.0,0.0,0.0,2.25,9.0,9.0,9.0,4.5,0.0,4.5,9.0,9.0,3.0,3.0,6.0,2,4,4.0,1,2,2,1.0,2.0,32,4.0,0,85.25
1.0,4.5,0.0,7.0,0.0,0.0,0.0,9.0,9.0,0.0,4.5,0.0,4.5,9.0,4.5,0.0,6.0,1.5,2,6,5.0,6,2,4,2.0,2.0,40,4.0,0,60.5
8.0,0.0,9.0,4.0,9.0,6.0,6.75,0.0,9.0,4.5,4.5,9.0,9.0,3.0,9.0,9.0,7.5,7.5,1,6,5.0,1,1,2,2.0,1.0,8,1.0,1,114.75
9.0,0.0,9.0,7.0,9.0,6.0,9.0,9.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1,6,5.0,2,1,2,2.0,2.0,24,4.0,0,140.5
6.0,4.5,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,6,3.0,1,1,5,2.0,1.0,13,2.0,1,137.5
8.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.5,1,6,5.0,5,1,5,2.0,1.0,38,1.0,1,152.5
0.0,0.0,4.5,7.0,0.0,3.0,2.25,9.0,9.0,0.0,4.5,0.0,0.0,9.0,9.0,0.0,9.0,4.5,1,6,4.0,1,1,4,2.0,2.0,34,4.0,0,70.75
3.0,0.0,0.0,6.0,0.0,3.0,4.5,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,3.0,6.0,6.0,2,5,4.0,2,1,2,2.0,1.0,45,4.0,0,81.0
2.0,4.5,4.5,6.0,0.0,0.0,2.25,9.0,9.0,9.0,4.5,0.0,0.0,3.0,0.0,3.0,9.0,9.0,2,5,4.0,2,1,4,2.0,2.0,6,4.0,0,74.75
0.0,9.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,9.0,0.0,0.0,0.0,4.5,2,4,3.0,5,1,2,1.0,2.0,25,4.0,0,50.5
0.0,0.0,9.0,7.0,0.0,4.5,4.5,0.0,9.0,4.5,4.5,0.0,4.5,9.0,9.0,3.0,6.0,4.5,1,2,1.0,1,1,3,2.0,2.0,27,4.0,0,79.0
7.0,9.0,9.0,4.0,9.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,7.5,6.0,1,4,5.0,6,1,1,2.0,4.5,13,4.0,0,143.0
6.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,7.5,6.0,1,4,5.0,4,1,4,2.0,4.5,45,2.0,1,144.5
7.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,7.5,9.0,6.0,1,4,3.0,5,1,4,2.0,2.0,13,2.0,1,131.0
5.0,9.0,9.0,4.0,9.0,9.0,6.75,9.0,9.0,9.0,4.5,0.0,9.0,9.0,9.0,9.0,9.0,7.5,2,4,3.0,6,1,1,1.0,2.0,26,4.0,0,135.75
4.0,9.0,4.5,4.0,0.0,0.0,6.75,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,7.5,6.0,2,6,5.0,1,1,5,2.0,2.0,31,2.0,1,116.75
9.0,9.0,0.0,7.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,4.5,0.0,0.0,9.0,9.0,2,6,6.0,6,1,1,2.0,1.0,25,4.0,0,110.5
4.0,0.0,4.5,7.0,0.0,3.0,6.75,9.0,9.0,9.0,4.5,9.0,4.5,9.0,9.0,9.0,4.5,6.0,2,4,3.0,6,1,2,2.0,4.5,43,2.0,1,107.75
1.0,9.0,9.0,5.0,9.0,9.0,4.5,9.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,4.5,6.0,4.5,1,6,2.0,5,1,5,2.0,1.0,27,4.0,0,106.5
6.0,0.0,4.5,4.0,9.0,6.0,4.5,9.0,0.0,9.0,9.0,0.0,9.0,9.0,9.0,4.5,6.0,7.5,1,4,3.0,5,1,5,2.0,2.0,18,4.0,0,106.0
9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6,5.0,2,1,4,2.0,2.0,40,1.0,1,154.0
0.0,4.5,4.5,6.0,0.0,6.0,2.25,0.0,0.0,4.5,4.5,4.5,0.0,9.0,9.0,4.5,0.0,6.0,2,2,2.0,6,1,1,2.0,2.0,25,1.0,1,65.25
9.0,9.0,0.0,5.0,9.0,3.0,0.0,9.0,0.0,0.0,4.5,0.0,4.5,1.0,0.0,0.0,7.5,9.0,1,1,1.0,6,1,3,2.0,2.0,13,4.0,0,70.5
7.0,9.0,4.5,1.0,0.0,0.0,9.0,9.0,0.0,0.0,4.5,0.0,4.5,9.0,9.0,9.0,9.0,9.0,2,2,2.0,5,2,6,2.0,2.0,41,4.0,0,93.5
2.0,9.0,4.5,4.0,9.0,6.0,4.5,9.0,0.0,9.0,4.5,9.0,4.5,9.0,9.0,9.0,6.0,6.0,2,3,6.0,6,1,1,2.0,1.0,9,1.0,1,114.0
7.0,0.0,4.5,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,9.0,4.5,4.5,6.0,1,4,2.0,2,1,5,2.0,2.0,49,1.0,1,113.5
1.0,9.0,4.5,2.0,0.0,9.0,4.5,9.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,1.5,7.5,1,6,4.0,6,1,2,2.0,1.0,49,4.0,0,102.0
6.0,4.5,4.5,5.0,0.0,6.0,6.75,9.0,9.0,0.0,9.0,9.0,0.0,9.0,9.0,6.0,4.5,4.5,1,4,4.0,5,1,5,1.0,1.0,27,4.0,0,101.75
6.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.5,9.0,6.0,1,5,5.0,6,1,2,2.0,1.0,40,1.0,1,145.5
4.0,9.0,4.5,7.0,0.0,9.0,4.5,9.0,9.0,0.0,4.5,9.0,0.0,9.0,9.0,0.0,4.5,4.5,1,6,5.0,6,1,1,2.0,2.0,38,1.0,1,96.5
6.0,0.0,9.0,4.0,0.0,6.0,4.5,9.0,9.0,9.0,0.0,9.0,0.0,9.0,4.5,1.5,9.0,7.5,1,5,6.0,1,1,4,2.0,1.0,38,4.0,0,97.0
6.0,9.0,9.0,1.0,9.0,9.0,6.75,9.0,9.0,9.0,9.0,0.0,4.5,9.0,9.0,9.0,7.5,7.5,1,2,5.0,5,1,2,2.0,2.0,34,4.0,0,132.25
8.0,4.5,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,7.5,9.0,7.5,1,6,5.0,3,1,4,1.0,1.0,16,1.0,1,138.5
6.0,4.5,9.0,5.0,9.0,9.0,6.75,9.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,3.0,7.5,7.5,1,2,6.0,6,1,1,1.0,2.0,18,1.0,1,121.25
7.0,9.0,9.0,4.0,0.0,9.0,2.25,9.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,6.0,9.0,9.0,1,4,5.0,2,1,2,2.0,2.0,48,4.0,0,118.25
7.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,2,6,5.0,5,1,6,2.0,2.0,33,4.0,0,140.0
7.0,4.5,4.5,5.0,0.0,3.0,4.5,9.0,9.0,9.0,4.5,9.0,0.0,2.0,9.0,1.5,6.0,4.5,1,6,5.0,6,2,1,2.0,1.0,8,4.5,1,92.0
